"Please indicate the quantity of the following material types digitised in-house in the last 12 months.  Please also indicate the total aggregate figure for items digitised."

"Respondents","Response Date","Text/Documents (including printed and manuscript):","Categories","Still Images (including photographs, posters, paintings, prints, drawings, maps, musical scores etc.)","Categories","Audio:","Categories","Video:","Categories","3D Objects:","Categories","Other:","Categories","Total","Categories"

1,Dec 4 2013 8:16 AM,,,,,,,,,,,,,"100","",
2,Dec 4 2013 7:42 AM,"3264 pages (6300 pages total)","","16492 (39825 total)","","8","",,,,,,,"19764 (46133)","",
3,Dec 4 2013 7:12 AM,"450","","75","",,,,,,,,,"525","",
4,Dec 4 2013 2:35 AM,,,,,"0","","0","","0","","0","",,,
5,Dec 4 2013 2:05 AM,"340","","350","","10","","0","","0","","0","","0","",
6,Dec 4 2013 1:59 AM,"1","",,,,,,,,,,,,,
7,Dec 3 2013 10:01 AM,"Over 42,000 page images","",,,,,,,,,,,"Approx. 45,000 total","",
8,Dec 3 2013 2:17 AM,"Unknown at this time, yearly summary will occur after the christmas break","","Unknown at this time, yearly summary will occur after the christmas break","","0","","0","","0","","Unknown at this time, yearly summary will occur after the christmas break","","Unknown at this time, yearly summary will occur after the christmas break","",
9,Dec 2 2013 8:00 AM,"3,322","","669","","9","",,,,,,,"4,000","",
