"Please specify the codec and wrapper used to store digitised video produced by the digitisation process (for e.g. Jpeg2000 in MXF wrapper; DV in AVI wrapper):"

"Respondents","Response Date","Response Text","Categories"

1,Dec 4 2013 2:12 AM,"DV in AVI Wrapper","",
2,Dec 3 2013 10:10 AM,"Not yet in production","",
