"List the Make"

"Respondents","Response Date","1","Categories","2","Categories","3","Categories"

1,Dec 4 2013 7:47 AM,"DeltaPix","",,,,,
2,Dec 4 2013 7:16 AM,"Olympus","",,,,,
3,Dec 4 2013 2:07 AM,"Canon","","Olympus","",,,
4,Dec 3 2013 2:22 AM,"Hasselblad","","Hasselblad","","CANON","",
