"Approximately how much physical space is dedicated to in-house digitisation activity? (please provide in square metres)"

"Respondents","Response Date","Response Text","Categories"

1,Dec 4 2013 7:55 AM,"92.3","",
2,Dec 4 2013 7:31 AM,"c12 square metres. This is a shared facility with students. So there is no dedicated in-house space.","",
3,Dec 4 2013 2:13 AM,"No dedicated space","",
4,Dec 4 2013 2:02 AM,"1","",
5,Dec 3 2013 10:14 AM,"22.5","",
6,Dec 3 2013 2:24 AM,"est. 65 m2","",
7,Dec 2 2013 8:05 AM,"10 square meters","",
