"Please indicate any specific software tools used to edit images, for e.g. could include free open source or commercial software applications."

"Respondents","Response Date","Response Text","Categories"

1,Dec 4 2013 8:11 AM,"adobe cs6, gimp","",
2,Dec 4 2013 2:17 AM,"n/a","",
3,Dec 3 2013 2:29 AM,"Photoshop","",
